Month,Day,Hour,Beam Irradiance (W/m2),Diffuse Irradiance (W/m2),Ambient Temperature (C),Wind Speed (m/s),Albedo,Plane of Array Irradiance (kW/m2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,1,0,0,0,17,0.7,0.2,0,17,0,0
1,1,1,0,0,16,0,0.2,0,16,0,0
1,1,2,0,0,15.3,3.1,0.2,0,15.3,0,0
1,1,3,0,0,14.7,2.1,0.2,0,14.7,0,0
1,1,4,0,0,14.4,0,0.2,0,14.4,0,0
1,1,5,0,3,14.2,1.3,0.2,0,14.2,0,0
1,1,6,68,59,16,2.6,0.2,45.67,16.987,36.494,31.237
1,1,7,325,151,18.5,4.1,0.2,187.183,21.624,145.128,136.022
1,1,8,555,198,20,5.1,0.2,410.769,26.126,343.395,327.263
1,1,9,781,162,22,4.1,0.2,644.176,33.009,533.88,510.999
1,1,10,871,161,23,7.7,0.2,844.4,32.531,695.968,667.343
1,1,11,932,149,23,8.2,0.2,978.828,33.541,798.999,766.723
1,1,12,937,161,24,9.3,0.2,1040.378,34.192,844.364,810.482
1,1,13,941,155,24,8.7,0.2,1028.582,34.597,834.114,800.595
1,1,14,932,138,23.5,9.5,0.2,937.94,32.549,770.248,738.992
1,1,15,862,150,23,10.3,0.2,779.728,30.078,650.749,623.727
1,1,16,748,154,23.5,10.8,0.2,561.295,28.42,474.747,453.962
1,1,17,582,135,21,10.3,0.2,319.466,23.871,260.424,247.233
1,1,18,260,110,20,9.3,0.2,115.068,21.093,84.835,77.866
1,1,19,0,24,18.1,7.7,0.2,20.59,18.322,13.553,9.109
1,1,20,0,0,18,6.2,0.2,0,18,0,0
1,1,21,0,0,18,5.7,0.2,0,18,0,0
1,1,22,0,0,17.6,6.2,0.2,0,17.6,0,0
1,1,23,0,0,17,4.6,0.2,0,17,0,0
1,2,0,0,0,17,4.1,0.2,0,17,0,0
1,2,1,0,0,17,3.6,0.2,0,17,0,0
1,2,2,0,0,18,3.1,0.2,0,18,0,0
1,2,3,0,0,18,2.6,0.2,0,18,0,0
1,2,4,0,0,17.1,3.1,0.2,0,17.1,0,0
1,2,5,0,2,19,3.1,0.2,0,19,0,0
1,2,6,0,49,18,3.6,0.2,40.959,18.75,32.299,27.191
1,2,7,24,152,17.5,5.1,0.2,131.366,19.464,110.068,102.204
1,2,8,205,258,19,5.1,0.2,308.945,23.611,259.988,246.812
1,2,9,409,308,20,4.1,0.2,533.608,29.103,445.47,425.722
1,2,10,583,317,23.2,6.2,0.2,758.567,33.154,621.197,595.222
1,2,11,656,350,24,7.2,0.2,925.551,34.935,748.408,717.926
1,2,12,791,271,24,9.3,0.2,1018.943,33.974,825.854,792.627
1,2,13,876,197,24.3,9.8,0.2,1015.757,33.858,825.395,792.184
1,2,14,891,164,25,7.7,0.2,933.77,35.531,757.488,726.684
1,2,15,872,137,25,8.7,0.2,776.595,33.019,641.038,614.36
1,2,16,769,140,24.4,6.2,0.2,561.849,31.804,469.246,448.656
1,2,17,585,134,23,6.2,0.2,320.863,27.177,258.385,245.266
1,2,18,264,110,22,5.1,0.2,116.116,23.679,84.598,77.637
1,2,19,0,24,19.9,4.1,0.2,20.603,20.236,13.516,9.074
1,2,20,0,0,18,1,0.2,0,18,0,0
1,2,21,0,0,17,3.6,0.2,0,17,0,0
1,2,22,0,0,14.9,2.6,0.2,0,14.9,0,0
1,2,23,0,0,14,2.6,0.2,0,14,0,0
1,3,0,0,0,15,1.5,0.2,0,15,0,0
1,3,1,0,0,14.2,2.1,0.2,0,14.2,0,0
1,3,2,0,0,14,1,0.2,0,14,0,0
1,3,3,0,0,13,0,0.2,0,13,0,0
1,3,4,0,0,12.2,0,0.2,0,12.2,0,0
1,3,5,0,2,13,2.1,0.2,0,13,0,0
1,3,6,63,57,15,1,0.2,44.212,16.343,35.3,30.086
1,3,7,321,149,18.6,3.6,0.2,183.508,21.896,141.819,132.83
1,3,8,553,196,20,5.7,0.2,406.486,25.64,340.188,324.171
1,3,9,784,160,22,3.6,0.2,642.484,33.82,530.926,508.149
1,3,10,871,160,23.7,1.5,0.2,842.406,46.483,656.846,629.608
1,3,11,923,155,26,1.5,0.2,975.822,52.362,738.216,708.095
1,3,12,919,174,26,6.2,0.2,1035.21,39.579,822.515,789.407
1,3,13,920,170,25,6.2,0.2,1023.466,38.427,817.455,784.526
1,3,14,910,153,25,7.2,0.2,934.539,36.06,756.831,726.05
1,3,15,872,137,24,7.2,0.2,778.083,33.222,641.736,615.034
1,3,16,760,143,22.9,9.3,0.2,561.055,28.421,474.683,453.9
1,3,17,583,135,22,8.2,0.2,322.282,25.443,261.6,248.367
1,3,18,265,110,21,7.2,0.2,116.842,22.34,85.617,78.62
1,3,19,0,24,18.8,5.1,0.2,20.614,19.095,13.664,9.216
1,3,20,0,0,19,6.2,0.2,0,19,0,0
1,3,21,0,0,18,5.1,0.2,0,18,0,0
1,3,22,0,0,17.3,3.6,0.2,0,17.3,0,0
1,3,23,0,0,17,3.1,0.2,0,17,0,0
1,4,0,0,0,17,4.6,0.2,0,17,0,0
1,4,1,0,0,16.8,4.1,0.2,0,16.8,0,0
1,4,2,0,0,17,5.1,0.2,0,17,0,0
1,4,3,0,0,17,4.1,0.2,0,17,0,0
1,4,4,0,0,17,4.6,0.2,0,17,0,0
1,4,5,0,1,18.9,5.6,0.2,0,18.9,0,0
1,4,6,0,39,18,6.7,0.2,33.377,18.414,26.055,21.168
1,4,7,56,137,18.9,6.7,0.2,124.496,20.447,102.274,94.687
1,4,8,447,216,20,8.2,0.2,378.131,24.07,318.165,302.928
1,4,9,748,178,23,7.2,0.2,635.502,30.54,531.59,508.79
1,4,10,858,166,23.5,4.6,0.2,837.174,36.834,678.616,650.606
1,4,11,910,163,25,6.7,0.2,971.078,37.084,781.768,750.103
1,4,12,910,179,25.7,6.7,0.2,1042.377,38.663,830.868,797.463
1,4,13,977,109,26.4,6.7,0.2,1024.024,39.142,816.566,783.668
1,4,14,967,96,26,7.7,0.2,933.747,36.535,755.734,724.992
1,4,15,920,95,25,7.7,0.2,773.256,33.737,637.254,610.71
1,4,16,807,110,24.3,7.7,0.2,559.488,30.635,469.855,449.242
1,4,17,606,120,23,8.2,0.2,318.41,26.401,257.069,243.996
1,4,18,219,110,22,8.7,0.2,112.31,23.128,83.42,76.501
1,4,19,0,15,20.2,8.2,0.2,12.933,20.334,8.358,4.098
1,4,20,0,0,20,8.2,0.2,0,20,0,0
1,4,21,0,0,20,6.7,0.2,0,20,0,0
1,4,22,0,0,19.1,6.2,0.2,0,19.1,0,0
1,4,23,0,0,19,5.7,0.2,0,19,0,0
1,5,0,0,0,19,4.6,0.2,0,19,0,0
1,5,1,0,0,18.6,4.1,0.2,0,18.6,0,0
1,5,2,0,0,19,4.1,0.2,0,19,0,0
1,5,3,0,0,19,5.7,0.2,0,19,0,0
1,5,4,0,0,18.7,5.1,0.2,0,18.7,0,0
1,5,5,0,1,19,6.7,0.2,0,19,0,0
1,5,6,0,26,19,3.1,0.2,22.444,19.444,17.094,12.524
1,5,7,0,77,20.3,4.6,0.2,66.412,21.361,54.226,48.341
1,5,8,55,223,21,5.1,0.2,214.779,24.208,178.848,168.547
1,5,9,184,351,22,5.1,0.2,426.413,28.362,354.156,337.644
1,5,10,374,390,23.3,3.1,0.2,653.738,36.268,526.982,504.346
1,5,11,825,236,25,2.6,0.2,974.58,46.091,755.329,724.601
1,5,12,971,116,26,6.2,0.2,1034.766,39.578,823.131,790
1,5,13,908,177,27.1,6.7,0.2,1030.41,39.916,817.782,784.841
1,5,14,905,156,28,7.2,0.2,935.328,39.069,748.466,717.981
1,5,15,860,151,27,8.7,0.2,785.108,35.106,642.505,615.775
1,5,16,758,145,24.8,8.2,0.2,564.761,30.906,473.211,452.48
1,5,17,579,137,22.9,9.2,0.2,325.083,26.089,263.775,250.465
1,5,18,264,111,21,10.3,0.2,118.692,22.043,87.29,80.234
1,5,19,0,24,20,7.7,0.2,20.631,20.223,13.695,9.246
1,5,20,0,0,19,6.7,0.2,0,19,0,0
1,5,21,0,0,19,6.7,0.2,0,19,0,0
1,5,22,0,0,18.8,7.2,0.2,0,18.8,0,0
1,5,23,0,0,19,7.7,0.2,0,19,0,0
1,6,0,0,0,19,7.7,0.2,0,19,0,0
1,6,1,0,0,18.5,7.7,0.2,0,18.5,0,0
1,6,2,0,0,18,7.7,0.2,0,18,0,0
1,6,3,0,0,18,7.2,0.2,0,18,0,0
1,6,4,0,0,17.9,6.7,0.2,0,17.9,0,0
1,6,5,0,2,18,6.2,0.2,0,18,0,0
1,6,6,55,53,19,7.7,0.2,41.346,19.465,32.334,27.225
1,6,7,312,146,20.6,8.7,0.2,177.579,22.391,136.607,127.803
1,6,8,540,197,21,9.3,0.2,399.501,24.912,334.947,319.115
1,6,9,759,168,22,9.3,0.2,631.881,28.212,533.579,510.709
1,6,10,829,181,22.8,8.7,0.2,827.127,31.333,684.85,656.619
1,6,11,873,184,23,11.3,0.2,965.346,31.131,794.924,762.793
1,6,12,877,200,24,9.8,0.2,1031.137,33.702,837.849,804.197
1,6,13,879,195,24.5,11.3,0.2,1020.454,33.091,831.65,798.218
1,6,14,851,188,24,12.3,0.2,925.907,31.289,763.148,732.143
1,6,15,775,193,23,13.4,0.2,763.528,28.613,639.918,613.279
1,6,16,676,176,22.7,12.9,0.2,547.773,26.863,465.406,444.951
1,6,17,577,137,22,13.9,0.2,325.597,24.303,266.285,252.886
1,6,18,265,111,21,12.3,0.2,119.4,21.911,87.874,80.797
1,6,19,0,24,20,10.3,0.2,20.636,20.18,13.733,9.283
1,6,20,0,0,20,9.3,0.2,0,20,0,0
1,6,21,0,0,19,10.8,0.2,0,19,0,0
1,6,22,0,0,20.3,9.8,0.2,0,20.3,0,0
1,6,23,0,0,18,12.9,0.2,0,18,0,0
1,7,0,0,0,17,13.4,0.2,0,17,0,0
1,7,1,0,0,16.8,13.9,0.2,0,16.8,0,0
1,7,2,0,0,17,12.3,0.2,0,17,0,0
1,7,3,0,0,17,12.3,0.2,0,17,0,0
1,7,4,0,0,16.5,11.8,0.2,0,16.5,0,0
1,7,5,0,1,17,12.3,0.2,0,17,0,0
1,7,6,0,33,17,14.4,0.2,28.528,17.197,22.137,17.389
1,7,7,14,132,18.5,13.9,0.2,113.379,19.31,94.84,87.515
1,7,8,92,247,20,16.5,0.2,249.989,21.544,211.232,199.784
1,7,9,105,355,20,16.5,0.2,377.295,22.327,319.334,304.055
1,7,10,75,420,22,14.9,0.2,435.056,24.916,362.194,345.396
1,7,11,696,364,22,15.9,0.2,970.939,28.175,805.401,772.899
1,7,12,918,174,22,17.5,0.2,1036.441,28.08,860.99,826.518
1,7,13,891,187,21.8,17.5,0.2,1025.533,27.816,852.815,818.633
1,7,14,884,168,22,17.5,0.2,937.789,27.505,784.353,752.597
1,7,15,849,150,21,18.5,0.2,779.067,25.367,661.779,634.366
1,7,16,748,149,20.6,15.9,0.2,565.747,24.216,486.246,465.053
1,7,17,566,141,20,15.9,0.2,324.172,22.05,267.733,254.283
1,7,18,256,112,19,16.5,0.2,119.691,19.717,89.306,82.178
1,7,19,0,24,17.9,15.4,0.2,20.641,18.03,13.902,9.446
1,7,20,0,0,18,14.4,0.2,0,18,0,0
1,7,21,0,0,18,14.9,0.2,0,18,0,0
1,7,22,0,0,17.5,13.4,0.2,0,17.5,0,0
1,7,23,0,0,17,12.9,0.2,0,17,0,0
1,8,0,0,0,17,11.3,0.2,0,17,0,0
1,8,1,0,0,16.6,11.3,0.2,0,16.6,0,0
1,8,2,0,0,17,12.3,0.2,0,17,0,0
1,8,3,0,0,17,13.4,0.2,0,17,0,0
1,8,4,0,0,16.5,11.8,0.2,0,16.5,0,0
1,8,5,0,1,17,12.9,0.2,0,17,0,0
1,8,6,47,52,18,14.4,0.2,41.701,18.287,32.694,27.572
1,8,7,345,132,18.9,13.4,0.2,171.46,20.127,130.956,122.352
1,8,8,577,179,20,14.9,0.2,398.036,22.674,336.209,320.332
1,8,9,743,187,22,14.4,0.2,637.716,26.425,542.02,518.85
1,8,10,851,177,21.8,13.9,0.2,840.189,27.792,705.242,676.289
1,8,11,936,144,22,15.4,0.2,978.185,28.4,814.651,781.821
1,8,12,942,157,23,15.9,0.2,1045.335,29.654,863.386,828.829
1,8,13,942,154,22.5,15.9,0.2,1035.249,29.09,857.36,823.017
1,8,14,928,141,22,17,0.2,946.143,27.695,791.277,759.275
1,8,15,824,177,21.3,16.4,0.2,786.371,26.185,665.434,637.891
1,8,16,748,149,20.6,15.9,0.2,567.241,24.226,487.514,466.276
1,8,17,589,134,21,17,0.2,329.635,22.97,271.352,257.773
1,8,18,271,111,20,15.9,0.2,121.274,20.748,89.604,82.466
1,8,19,0,24,18.3,15.4,0.2,20.642,18.43,13.887,9.432
1,8,20,0,0,18,14.9,0.2,0,18,0,0
1,8,21,0,0,18,13.4,0.2,0,18,0,0
1,8,22,0,0,18,12.9,0.2,0,18,0,0
1,8,23,0,0,18,14.9,0.2,0,18,0,0
1,9,0,0,0,18,13.9,0.2,0,18,0,0
1,9,1,0,0,18,13.9,0.2,0,18,0,0
1,9,2,0,0,18,14.4,0.2,0,18,0,0
1,9,3,0,0,18,14.9,0.2,0,18,0,0
1,9,4,0,0,17.4,14.4,0.2,0,17.4,0,0
1,9,5,0,1,17,13.9,0.2,0,17,0,0
1,9,6,39,51,18,13.4,0.2,40.923,18.299,31.998,26.901
1,9,7,299,147,20.4,12.3,0.2,174.25,21.743,134.499,125.769
1,9,8,574,179,23,9.8,0.2,396.068,26.725,329.254,313.624
1,9,9,740,187,23,12.9,0.2,635.283,27.826,537.127,514.131
1,9,10,847,179,24.8,15.4,0.2,838.609,30.292,697.289,668.618
1,9,11,923,153,27,12.9,0.2,974.648,34.383,793.268,761.196
1,9,12,947,153,28,14.4,0.2,1047.304,35.243,846.697,812.732
1,9,13,940,155,27.9,14.9,0.2,1035.31,34.86,838.65,804.97
1,9,14,919,148,26,16.5,0.2,945.844,31.839,778.55,746.999
1,9,15,879,135,25,16.5,0.2,790.644,29.888,660.451,633.085
1,9,16,751,148,24.1,15.4,0.2,569.532,27.84,482.833,461.761
1,9,17,523,153,23,15.4,0.2,321.417,25.09,263.209,249.919
1,9,18,166,125,23,15.4,0.2,120.378,23.775,92.341,85.106
1,9,19,0,20,21.3,13.4,0.2,17.27,21.422,11.348,6.983
1,9,20,0,0,20,12.9,0.2,0,20,0,0
1,9,21,0,0,20,10.3,0.2,0,20,0,0
1,9,22,0,0,19.1,9.8,0.2,0,19.1,0,0
1,9,23,0,0,19,6.7,0.2,0,19,0,0
1,10,0,0,0,19,9.8,0.2,0,19,0,0
1,10,1,0,0,18.6,8.2,0.2,0,18.6,0,0
1,10,2,0,0,17,3.6,0.2,0,17,0,0
1,10,3,0,0,18,4.6,0.2,0,18,0,0
1,10,4,0,0,18.7,6.7,0.2,0,18.7,0,0
1,10,5,0,1,18,0.5,0.2,0,18,0,0
1,10,6,36,50,20,2.1,0.2,40.145,20.95,30.931,25.872
1,10,7,297,146,22,2.6,0.2,172.575,25.658,130.975,122.37
1,10,8,572,178,25,4.1,0.2,393.694,31.7,320.809,305.478
1,10,9,742,186,26.6,5.4,0.2,635.085,35.762,520.724,498.309
1,10,10,850,177,28.3,6.7,0.2,838.967,38.752,675.046,647.163
1,10,11,928,150,28,7.7,0.2,976.747,39.014,780.729,749.102
1,10,12,933,163,28,9.3,0.2,1043.367,38.221,833.657,800.153
1,10,13,928,164,28.5,8.2,0.2,1032.878,39.618,821.094,788.036
1,10,14,921,147,29,9.3,0.2,948.097,38.296,761.018,730.089
1,10,15,880,134,29,8.2,0.2,792.029,37.545,642.202,615.483
1,10,16,769,141,28.6,8.2,0.2,574.934,34.816,474.517,453.739
1,10,17,596,132,27,7.7,0.2,332.78,30.728,266.071,252.679
1,10,18,276,111,27,10.3,0.2,123.012,28.08,88.075,80.991
1,10,19,0,25,23.9,10.3,0.2,21.407,24.086,14.021,9.56
1,10,20,0,0,22,9.3,0.2,0,22,0,0
1,10,21,0,0,21,9.3,0.2,0,21,0,0
1,10,22,0,0,20.5,10.3,0.2,0,20.5,0,0
1,10,23,0,0,20,9.3,0.2,0,20,0,0
1,11,0,0,0,20,8.2,0.2,0,20,0,0
1,11,1,0,0,19.8,8.2,0.2,0,19.8,0,0
1,11,2,0,0,19,6.7,0.2,0,19,0,0
1,11,3,0,0,18,4.1,0.2,0,18,0,0
1,11,4,0,0,16.3,1.5,0.2,0,16.3,0,0
1,11,5,0,1,18,4.1,0.2,0,18,0,0
1,11,6,25,44,19,3.6,0.2,36.017,19.657,27.716,22.771
1,11,7,154,141,19.5,2.1,0.2,143.211,22.871,113.178,105.204
1,11,8,319,232,23,2.6,0.2,333.269,30.214,273.093,259.453
1,11,9,489,274,26,2.6,0.2,553.99,38.017,447.84,428.008
1,11,10,598,303,27.4,5.7,0.2,756.345,37.902,608.562,583.034
1,11,11,667,338,28,8.7,0.2,924.256,37.515,740.384,710.186
1,11,12,798,264,28,10.8,0.2,1024.768,36.937,821.259,788.195
1,11,13,888,189,28,7.7,0.2,1028.896,39.594,817.496,784.566
1,11,14,893,163,28,8.7,0.2,946.592,37.758,761.052,730.121
1,11,15,862,143,29,10.8,0.2,788.477,35.897,643.335,616.575
1,11,16,758,145,27.6,10.3,0.2,573.787,32.819,477.219,456.346
1,11,17,585,136,29,10.3,0.2,333.508,32.004,265.652,252.275
1,11,18,269,111,27,11.3,0.2,122.709,28.002,88.137,81.05
1,11,19,0,24,23.5,10.3,0.2,20.636,23.68,13.498,9.056
1,11,20,0,0,23,9.3,0.2,0,23,0,0
1,11,21,0,0,21,6.7,0.2,0,21,0,0
1,11,22,0,0,20.5,3.6,0.2,0,20.5,0,0
1,11,23,0,0,20,4.6,0.2,0,20,0,0
1,12,0,0,0,20,4.1,0.2,0,20,0,0
1,12,1,0,0,18.3,5.7,0.2,0,18.3,0,0
1,12,2,0,0,18,5.7,0.2,0,18,0,0
1,12,3,0,0,18,3.6,0.2,0,18,0,0
1,12,4,0,0,16.7,0,0.2,0,16.7,0,0
1,12,5,0,1,14,4.6,0.2,0,14,0,0
1,12,6,33,47,14,4.1,0.2,37.934,14.642,29.849,24.828
1,12,7,332,129,15.2,4.6,0.2,164.437,17.748,126.396,117.954
1,12,8,538,191,18,5.7,0.2,389.611,23.403,327.951,312.366
1,12,9,774,157,20,5.7,0.2,627.652,28.743,529.475,506.75
1,12,10,860,161,23.1,3.1,0.2,832.027,39.645,667.481,639.866
1,12,11,904,163,24,4.1,0.2,967.19,40.482,768.571,737.374
1,12,12,851,215,26,3.6,0.2,1023.988,44.766,796.311,764.131
1,12,13,905,178,25.8,6.7,0.2,1036.107,38.687,826.284,793.042
1,12,14,958,102,25,8.2,0.2,942.519,35.157,766.745,735.613
1,12,15,908,102,25,8.2,0.2,783.234,33.452,645.974,619.121
1,12,16,802,113,24.2,8.7,0.2,571.705,30.117,481.061,460.051
1,12,17,616,118,24,9.3,0.2,330.071,27.214,267.556,254.112
1,12,18,303,100,22,9.3,0.2,118.267,23.116,84.633,77.67
1,12,19,0,24,20.3,7.7,0.2,20.631,20.523,13.678,9.229
1,12,20,0,0,20,7.7,0.2,0,20,0,0
1,12,21,0,0,19,7.2,0.2,0,19,0,0
1,12,22,0,0,18.5,6.7,0.2,0,18.5,0,0
1,12,23,0,0,18,5.1,0.2,0,18,0,0
1,13,0,0,0,18,6.2,0.2,0,18,0,0
1,13,1,0,0,17.8,4.6,0.2,0,17.8,0,0
1,13,2,0,0,17.9,4.1,0.2,0,17.9,0,0
1,13,3,0,0,18,3.6,0.2,0,18,0,0
1,13,4,0,0,17.5,0,0.2,0,17.5,0,0
1,13,5,0,0,18,1,0.2,0,18,0,0
1,13,6,0,43,18,1,0.2,35.725,19.08,27.419,22.483
1,13,7,276,135,18.6,2.1,0.2,158.884,22.3,121.687,113.412
1,13,8,593,150,23,1.5,0.2,378.581,33.21,305.916,291.112
1,13,9,751,166,23,5.7,0.2,621.262,31.654,518.079,495.758
1,13,10,851,165,20.5,7.2,0.2,828.568,30.315,689.383,660.992
1,13,11,880,177,22,7.2,0.2,967.109,33.441,789.713,757.767
1,13,12,830,228,23,6.2,0.2,1016.23,36.326,817.259,784.337
1,13,13,719,296,25.4,3.6,0.2,975.066,43.26,762.202,731.231
1,13,14,593,315,26,9.8,0.2,827.771,33.787,673.965,646.12
1,13,15,324,382,26,9.8,0.2,596.706,31.614,490.158,468.826
1,13,16,110,315,23.3,10.8,0.2,339.925,26.269,283.611,269.598
1,13,17,327,206,23,11.3,0.2,297.585,25.5,245.624,232.957
1,13,18,285,101,22,11.3,0.2,118.121,22.961,85.352,78.364
1,13,19,0,24,21.1,10.8,0.2,20.624,21.273,13.582,9.137
1,13,20,0,0,21,8.7,0.2,0,21,0,0
1,13,21,0,0,21,7.2,0.2,0,21,0,0
1,13,22,0,0,20,6.7,0.2,0,20,0,0
1,13,23,0,0,19.5,5.4,0.2,0,19.5,0,0
1,14,0,0,0,19,4.1,0.2,0,19,0,0
1,14,1,0,0,18.8,4.6,0.2,0,18.8,0,0
1,14,2,0,0,18,5.1,0.2,0,18,0,0
1,14,3,0,0,18,5.1,0.2,0,18,0,0
1,14,4,0,0,18.4,5.1,0.2,0,18.4,0,0
1,14,5,0,0,18,4.6,0.2,0,18,0,0
1,14,6,20,41,18,1.5,0.2,33.661,18.902,25.705,20.831
1,14,7,297,132,19.1,0,0.2,159.708,25.457,119.883,111.672
1,14,8,599,147,20,1,0.2,377.804,31.481,307.294,292.442
1,14,9,753,158,22,2.1,0.2,614.83,36.681,502.81,481.03
1,14,10,855,149,24.5,2.6,0.2,816.969,42.214,649.018,622.057
1,14,11,926,127,27,4.6,0.2,955.747,42.211,755.01,724.294
1,14,12,925,144,27,8.7,0.2,1022.329,37.533,819.784,786.773
1,14,13,930,139,25.8,11.3,0.2,1017.475,34.37,826.367,793.122
1,14,14,943,111,26,12.3,0.2,940.569,33.409,770.248,738.991
1,14,15,907,102,26,12.9,0.2,785.587,31.962,651.662,624.608
1,14,16,807,111,26.1,11.8,0.2,575.726,30.806,483.228,462.142
1,14,17,623,116,25,10.8,0.2,333.202,27.891,269.774,256.251
1,14,18,308,100,23,11.8,0.2,120.091,23.941,85.649,78.651
1,14,19,0,24,21.9,9.8,0.2,20.614,22.086,13.468,9.027
1,14,20,0,0,22,7.7,0.2,0,22,0,0
1,14,21,0,0,22,6.2,0.2,0,22,0,0
1,14,22,0,0,20.4,6.2,0.2,0,20.4,0,0
1,14,23,0,0,19,6.2,0.2,0,19,0,0
1,15,0,0,0,19,5.7,0.2,0,19,0,0
1,15,1,0,0,19.2,5.7,0.2,0,19.2,0,0
1,15,2,0,0,20,5.1,0.2,0,20,0,0
1,15,3,0,0,20,3.6,0.2,0,20,0,0
1,15,4,0,0,19,3.1,0.2,0,19,0,0
1,15,5,0,0,19,2.6,0.2,0,19,0,0
1,15,6,19,42,21,1,0.2,34.236,22.033,25.706,20.832
1,15,7,270,133,23,2.6,0.2,155.433,26.293,116.951,108.843
1,15,8,546,163,26,2.1,0.2,367.302,34.728,294.868,280.456
1,15,9,680,193,28,1.5,0.2,601.242,44.291,476.077,455.244
1,15,10,754,215,30.6,2.1,0.2,801.009,49.681,616.017,590.225
1,15,11,798,260,29,4.6,0.2,975.386,44.51,760.829,729.907
1,15,12,905,179,31,4.1,0.2,1045.629,48.807,800.127,767.812
1,15,13,906,176,31.3,2.6,0.2,1038.897,53.783,778.841,747.28
1,15,14,898,159,33,4.6,0.2,945.514,48.048,729.449,699.638
1,15,15,863,143,32,2.6,0.2,795.46,49.254,614.803,589.054
1,15,16,757,146,30.5,4.6,0.2,580.006,39.764,469.265,448.674
1,15,17,583,136,28,5.7,0.2,337.329,32.659,268.844,255.354
1,15,18,268,111,27,5.1,0.2,124.661,28.805,89.469,82.335
1,15,19,0,24,25,3.1,0.2,20.602,25.391,13.174,8.744
1,15,20,0,0,22,1,0.2,0,22,0,0
1,15,21,0,0,21,2.6,0.2,0,21,0,0
1,15,22,0,0,22,0,0.2,0,22,0,0
1,15,23,0,0,21,4.1,0.2,0,21,0,0
1,16,0,0,0,20,1.5,0.2,0,20,0,0
1,16,1,0,0,18.4,2.6,0.2,0,18.4,0,0
1,16,2,0,0,17,1.5,0.2,0,17,0,0
1,16,3,0,0,20,4.6,0.2,0,20,0,0
1,16,4,0,0,21,5.7,0.2,0,21,0,0
1,16,5,0,0,21,6.7,0.2,0,21,0,0
1,16,6,0,23,21,5.1,0.2,19.855,21.293,14.52,10.042
1,16,7,13,118,22.6,6.7,0.2,101.515,23.867,82.954,76.051
1,16,8,240,334,25,7.7,0.2,381.625,29.304,315.682,300.533
1,16,9,778,146,25,9.3,0.2,618.463,31.083,517.419,495.122
1,16,10,886,131,26.2,9.8,0.2,820.132,33.935,673.78,645.942
1,16,11,965,101,26,11.3,0.2,967.687,34.157,789.558,757.617
1,16,12,966,116,27,11.3,0.2,1038.085,35.744,838.56,804.883
1,16,13,961,117,27.2,11.8,0.2,1029.518,35.578,832.457,798.996
1,16,14,958,101,26,13.9,0.2,947.417,32.754,777.94,746.411
1,16,15,908,102,25,15.9,0.2,789.433,30.038,659.716,632.376
1,16,16,804,112,24.5,14.9,0.2,577.853,28.402,489.55,468.24
1,16,17,621,116,23,12.9,0.2,334.766,25.521,274.035,260.361
1,16,18,306,100,22,11.3,0.2,120.979,22.982,86.828,79.788
1,16,19,0,24,21,12.3,0.2,20.589,21.155,13.365,8.928
1,16,20,0,0,21,12.9,0.2,0,21,0,0
1,16,21,0,0,21,11.3,0.2,0,21,0,0
1,16,22,0,0,21.4,8.7,0.2,0,21.4,0,0
1,16,23,0,0,21,5.7,0.2,0,21,0,0
1,17,0,0,0,21,2.6,0.2,0,21,0,0
1,17,1,0,0,19.6,4.1,0.2,0,19.6,0,0
1,17,2,0,0,19,4.6,0.2,0,19,0,0
1,17,3,0,0,19,4.6,0.2,0,19,0,0
1,17,4,0,0,18.4,5.1,0.2,0,18.4,0,0
1,17,5,0,0,18,3.6,0.2,0,18,0,0
1,17,6,13,40,20,2.1,0.2,32.655,20.768,24.408,19.58
1,17,7,299,128,22.5,1.5,0.2,155.591,26.599,115.625,107.564
1,17,8,621,138,25,2.1,0.2,377.149,33.958,303.398,288.684
1,17,9,758,160,27,5.1,0.2,618.779,36.264,507.085,485.154
1,17,10,846,165,25.7,7.2,0.2,824.811,35.472,672.949,645.14
1,17,11,965,101,25,8.2,0.2,968.178,35.432,786.095,754.277
1,17,12,907,155,25,9.3,0.2,1017.523,34.969,824.136,790.97
1,17,13,842,216,25.5,7.7,0.2,1016.766,36.955,816.131,783.249
1,17,14,957,101,24,7.2,0.2,948.007,35.223,771.02,739.736
1,17,15,908,102,25,8.2,0.2,790.967,33.536,652.151,625.079
1,17,16,811,109,25.8,10.3,0.2,580.582,31.083,486.881,465.665
1,17,17,604,122,25,8.7,0.2,334.923,28.434,271.43,257.848
1,17,18,271,103,23,8.2,0.2,119.839,24.25,86.943,79.899
1,17,19,0,22,21.3,4.1,0.2,19.012,21.609,12.175,7.78
1,17,20,0,0,20,5.1,0.2,0,20,0,0
1,17,21,0,0,19,8.2,0.2,0,19,0,0
1,17,22,0,0,16.8,13.9,0.2,0,16.8,0,0
1,17,23,0,0,17,14.9,0.2,0,17,0,0
1,18,0,0,0,17,13.4,0.2,0,17,0,0
1,18,1,0,0,16.3,10.3,0.2,0,16.3,0,0
1,18,2,0,0,17,11.8,0.2,0,17,0,0
1,18,3,0,0,17,10.8,0.2,0,17,0,0
1,18,4,0,0,16.1,15.4,0.2,0,16.1,0,0
1,18,5,0,0,17,13.4,0.2,0,17,0,0
1,18,6,10,39,18,12.3,0.2,32.384,18.252,24.356,19.529
