Month,Day,Hour,Season,Weekday,Tarrif Period,Import Rate,Export Rate,Load,solar,for Grid/Batt,BatterykWh,GridkWh,Excl Solar Cost,Grid Import kWh,Cum Import kWh,Grid Export kWh,Import Cost,Export Revenue
1,1,0,Low Demand,7,Off-Peak,118.59,69.82,1,0.0,-1.0,80.0,-1.0,1.1859,-1.0,-1.0,0.0,1.1859,0.0
1,1,1,Low Demand,7,Off-Peak,118.59,69.82,1,0.0,-1.0,80.0,-1.0,1.1859,-1.0,-2.0,0.0,1.1859,0.0
1,1,2,Low Demand,7,Off-Peak,118.59,69.82,1,0.0,-1.0,80.0,-1.0,1.1859,-1.0,-3.0,0.0,1.1859,0.0
1,1,3,Low Demand,7,Off-Peak,118.59,69.82,1,0.0,-1.0,80.0,-1.0,1.1859,-1.0,-4.0,0.0,1.1859,0.0
1,1,4,Low Demand,7,Off-Peak,118.59,69.82,1,0.0,-1.0,80.0,-1.0,1.1859,-1.0,-5.0,0.0,1.1859,0.0
1,1,5,Low Demand,7,Off-Peak,118.59,69.82,1,0.0,-1.0,80.0,-1.0,1.1859,-1.0,-6.0,0.0,1.1859,0.0
1,1,6,Low Demand,7,Off-Peak,118.59,69.82,1,1.24948,0.24947999999999992,80.0,0.24947999999999992,1.1859,0.0,-6.0,0.24947999999999992,-0.0,0.17418693599999993
1,1,7,Low Demand,7,Standard,158.13,110.05,1,5.440879999999999,4.440879999999999,80.0,4.440879999999993,1.5813,0.0,-6.0,4.440879999999993,-0.0,4.887188439999992
1,1,8,Low Demand,7,Standard,158.13,110.05,1,13.090519999999998,12.090519999999998,80.0,12.090519999999998,1.5813,0.0,-6.0,12.090519999999998,-0.0,13.305617259999996
1,1,9,Low Demand,7,Standard,158.13,110.05,1,20.43996,19.43996,80.0,19.43996,1.5813,0.0,-6.0,19.43996,-0.0,21.393675979999998
1,1,10,Low Demand,7,Standard,158.13,110.05,1,26.69372,25.69372,80.0,25.69372,1.5813,0.0,-6.0,25.69372,-0.0,28.275938859999997
1,1,11,Low Demand,7,Standard,158.13,110.05,1,30.66892,29.66892,80.0,29.66892,1.5813,0.0,-6.0,29.66892,-0.0,32.65064646
1,1,12,Low Demand,7,Off-Peak,118.59,69.82,1,32.41928,31.41928,80.0,31.41928,1.1859,0.0,-6.0,31.41928,-0.0,21.936941296
1,1,13,Low Demand,7,Off-Peak,118.59,69.82,1,32.0238,31.0238,80.0,31.0238,1.1859,0.0,-6.0,31.0238,-0.0,21.660817159999997
1,1,14,Low Demand,7,Off-Peak,118.59,69.82,1,29.55968,28.55968,80.0,28.55968,1.1859,0.0,-6.0,28.55968,-0.0,19.940368575999997
1,1,15,Low Demand,7,Off-Peak,118.59,69.82,1,24.94908,23.94908,80.0,23.94908,1.1859,0.0,-6.0,23.94908,-0.0,16.721247656
1,1,16,Low Demand,7,Off-Peak,118.59,69.82,1,18.15848,17.15848,80.0,17.15848,1.1859,0.0,-6.0,17.15848,-0.0,11.980050735999999
1,1,17,Low Demand,7,Off-Peak,118.59,69.82,1,9.88932,8.88932,80.0,8.88932,1.1859,0.0,-6.0,8.88932,-0.0,6.206523223999999
1,1,18,Low Demand,7,Standard,158.13,110.05,1,3.11464,2.11464,80.0,2.1146399999999943,1.5813,0.0,-6.0,2.1146399999999943,-0.0,2.3271613199999934
1,1,19,Low Demand,7,Standard,158.13,110.05,1,0.36436,-0.63564,79.36436,0.0,1.5813,0.0,-6.0,0.0,-0.0,0.0
1,1,20,Low Demand,7,Off-Peak,118.59,69.82,1,0.0,-1.0,79.36436,-1.0,1.1859,-1.0,-7.0,0.0,1.1859,0.0
1,1,21,Low Demand,7,Off-Peak,118.59,69.82,1,0.0,-1.0,79.36436,-1.0,1.1859,-1.0,-8.0,0.0,1.1859,0.0
1,1,22,Low Demand,7,Off-Peak,118.59,69.82,1,0.0,-1.0,79.36436,-1.0,1.1859,-1.0,-9.0,0.0,1.1859,0.0
1,1,23,Low Demand,7,Off-Peak,118.59,69.82,1,0.0,-1.0,79.36436,-1.0,1.1859,-1.0,-10.0,0.0,1.1859,0.0
1,2,0,Low Demand,1,Off-Peak,118.59,69.82,1,0.0,-1.0,79.36436,-1.0,1.1859,-1.0,-11.0,0.0,1.1859,0.0
1,2,1,Low Demand,1,Off-Peak,118.59,69.82,1,0.0,-1.0,79.36436,-1.0,1.1859,-1.0,-12.0,0.0,1.1859,0.0
1,2,2,Low Demand,1,Off-Peak,118.59,69.82,1,0.0,-1.0,79.36436,-1.0,1.1859,-1.0,-13.0,0.0,1.1859,0.0
1,2,3,Low Demand,1,Off-Peak,118.59,69.82,1,0.0,-1.0,79.36436,-1.0,1.1859,-1.0,-14.0,0.0,1.1859,0.0
1,2,4,Low Demand,1,Off-Peak,118.59,69.82,1,0.0,-1.0,79.36436,-1.0,1.1859,-1.0,-15.0,0.0,1.1859,0.0
1,2,5,Low Demand,1,Off-Peak,118.59,69.82,1,0.0,-1.0,79.36436,-1.0,1.1859,-1.0,-16.0,0.0,1.1859,0.0
1,2,6,Low Demand,1,Off-Peak,118.59,69.82,1,1.08764,0.08763999999999994,79.36436,0.08763999999999994,1.1859,0.0,-16.0,0.08763999999999994,-0.0,0.061190247999999954
1,2,7,Low Demand,1,Off-Peak,118.59,69.82,1,4.08816,3.0881600000000002,79.36436,3.0881600000000002,1.1859,0.0,-16.0,3.0881600000000002,-0.0,2.156153312
1,2,8,Low Demand,1,Off-Peak,118.59,69.82,1,9.87248,8.87248,79.36436,8.87248,1.1859,0.0,-16.0,8.87248,-0.0,6.1947655359999985
1,2,9,Low Demand,1,Off-Peak,118.59,69.82,1,17.028879999999997,16.028879999999997,79.36436,16.028879999999997,1.1859,0.0,-16.0,16.028879999999997,-0.0,11.191364015999998
1,2,10,Low Demand,1,Off-Peak,118.59,69.82,1,23.80888,22.80888,79.36436,22.80888,1.1859,0.0,-16.0,22.80888,-0.0,15.925160015999998
1,2,11,Low Demand,1,Off-Peak,118.59,69.82,1,28.71704,27.71704,79.36436,27.71704,1.1859,0.0,-16.0,27.71704,-0.0,19.352037327999998
1,2,12,Low Demand,1,Off-Peak,118.59,69.82,1,31.70508,30.70508,79.36436,30.70508,1.1859,0.0,-16.0,30.70508,-0.0,21.438286855999994
1,2,13,Low Demand,1,Off-Peak,118.59,69.82,1,31.68736,30.68736,79.36436,30.68736,1.1859,0.0,-16.0,30.68736,-0.0,21.425914751999997
1,2,14,Low Demand,1,Off-Peak,118.59,69.82,1,29.06736,28.06736,79.36436,28.06736,1.1859,0.0,-16.0,28.06736,-0.0,19.596630752
1,2,15,Low Demand,1,Off-Peak,118.59,69.82,1,24.5744,23.5744,79.36436,23.5744,1.1859,0.0,-16.0,23.5744,-0.0,16.45964608
1,2,16,Low Demand,1,Off-Peak,118.59,69.82,1,17.946240000000003,16.946240000000003,79.36436,16.946240000000003,1.1859,0.0,-16.0,16.946240000000003,-0.0,11.831864768
1,2,17,Low Demand,1,Off-Peak,118.59,69.82,1,9.81064,8.81064,79.36436,8.81064,1.1859,0.0,-16.0,8.81064,-0.0,6.151588847999999
1,2,18,Low Demand,1,Off-Peak,118.59,69.82,1,3.10548,2.10548,79.36436,2.10548,1.1859,0.0,-16.0,2.10548,-0.0,1.470046136
1,2,19,Low Demand,1,Off-Peak,118.59,69.82,1,0.36296,-0.63704,79.36436,-0.63704,1.1859,-0.63704,-16.63704,0.0,0.755465736,0.0
1,2,20,Low Demand,1,Off-Peak,118.59,69.82,1,0.0,-1.0,79.36436,-1.0,1.1859,-1.0,-17.63704,0.0,1.1859,0.0
1,2,21,Low Demand,1,Off-Peak,118.59,69.82,1,0.0,-1.0,79.36436,-1.0,1.1859,-1.0,-18.63704,0.0,1.1859,0.0
1,2,22,Low Demand,1,Off-Peak,118.59,69.82,1,0.0,-1.0,79.36436,-1.0,1.1859,-1.0,-19.63704,0.0,1.1859,0.0
1,2,23,Low Demand,1,Off-Peak,118.59,69.82,1,0.0,-1.0,79.36436,-1.0,1.1859,-1.0,-20.63704,0.0,1.1859,0.0
1,3,0,Low Demand,2,Off-Peak,118.59,69.82,1,0.0,-1.0,79.36436,-1.0,1.1859,-1.0,-21.63704,0.0,1.1859,0.0
1,3,1,Low Demand,2,Off-Peak,118.59,69.82,1,0.0,-1.0,79.36436,-1.0,1.1859,-1.0,-22.63704,0.0,1.1859,0.0
1,3,2,Low Demand,2,Off-Peak,118.59,69.82,1,0.0,-1.0,79.36436,-1.0,1.1859,-1.0,-23.63704,0.0,1.1859,0.0
1,3,3,Low Demand,2,Off-Peak,118.59,69.82,1,0.0,-1.0,79.36436,-1.0,1.1859,-1.0,-24.63704,0.0,1.1859,0.0
1,3,4,Low Demand,2,Off-Peak,118.59,69.82,1,0.0,-1.0,79.36436,-1.0,1.1859,-1.0,-25.63704,0.0,1.1859,0.0
1,3,5,Low Demand,2,Off-Peak,118.59,69.82,1,0.0,-1.0,79.36436,-1.0,1.1859,-1.0,-26.63704,0.0,1.1859,0.0
1,3,6,Low Demand,2,Standard,158.13,110.05,1,1.20344,0.20344000000000007,79.5678,0.0,1.5813,0.0,-26.63704,0.0,-0.0,0.0
1,3,7,Low Demand,2,Peak,239.97,159.92,5,5.313200000000001,0.31320000000000103,79.881,0.0,11.9985,0.0,-26.63704,0.0,-0.0,0.0
1,3,8,Low Demand,2,Peak,239.97,159.92,8,12.96684,4.9668399999999995,80.0,4.847840000000005,19.1976,0.0,-26.63704,4.847840000000005,-0.0,7.752665728000007
1,3,9,Low Demand,2,Peak,239.97,159.92,8,20.32596,12.325959999999998,80.0,12.325959999999995,19.1976,0.0,-26.63704,12.325959999999995,-0.0,19.71167523199999
1,3,10,Low Demand,2,Standard,158.13,110.05,8,25.18432,17.18432,80.0,17.18432,12.6504,0.0,-26.63704,17.18432,-0.0,18.91134416
1,3,11,Low Demand,2,Standard,158.13,110.05,8,28.323800000000002,20.323800000000002,80.0,20.323800000000006,12.6504,0.0,-26.63704,20.323800000000006,-0.0,22.366341900000005
1,3,12,Low Demand,2,Standard,158.13,110.05,8,31.576280000000004,23.576280000000004,80.0,23.576279999999997,12.6504,0.0,-26.63704,23.576279999999997,-0.0,25.945696139999995
1,3,13,Low Demand,2,Standard,158.13,110.05,8,31.38104,23.38104,80.0,23.38104,12.6504,0.0,-26.63704,23.38104,-0.0,25.73083452
1,3,14,Low Demand,2,Standard,158.13,110.05,8,29.042,21.042,80.0,21.042,12.6504,0.0,-26.63704,21.042,-0.0,23.156721
1,3,15,Low Demand,2,Standard,158.13,110.05,8,24.60136,16.60136,80.0,16.60136,12.6504,0.0,-26.63704,16.60136,-0.0,18.26979668
1,3,16,Low Demand,2,Standard,158.13,110.05,8,18.156,10.155999999999999,80.0,10.156000000000006,12.6504,0.0,-26.63704,10.156000000000006,-0.0,11.176678000000006
1,3,17,Low Demand,2,Standard,158.13,110.05,8,9.93468,1.9346800000000002,80.0,1.9346800000000002,12.6504,0.0,-26.63704,1.9346800000000002,-0.0,2.1291153400000002
1,3,18,Low Demand,2,Peak,239.97,159.92,5,3.1448,-1.8552,78.1448,0.0,11.9985,0.0,-26.63704,0.0,-0.0,0.0
1,3,19,Low Demand,2,Peak,239.97,159.92,1,0.36863999999999997,-0.63136,77.51344,0.0,2.3997,0.0,-26.63704,0.0,-0.0,0.0
1,3,20,Low Demand,2,Standard,158.13,110.05,1,0.0,-1.0,76.51344,0.0,1.5813,0.0,-26.63704,0.0,-0.0,0.0
1,3,21,Low Demand,2,Standard,158.13,110.05,1,0.0,-1.0,75.51344,0.0,1.5813,0.0,-26.63704,0.0,-0.0,0.0
1,3,22,Low Demand,2,Off-Peak,118.59,69.82,1,0.0,-1.0,75.51344,-1.0,1.1859,-1.0,-27.63704,0.0,1.1859,0.0
1,3,23,Low Demand,2,Off-Peak,118.59,69.82,1,0.0,-1.0,75.51344,-1.0,1.1859,-1.0,-28.63704,0.0,1.1859,0.0
1,4,0,Low Demand,3,Off-Peak,118.59,69.82,1,0.0,-1.0,75.51344,-1.0,1.1859,-1.0,-29.63704,0.0,1.1859,0.0
1,4,1,Low Demand,3,Off-Peak,118.59,69.82,1,0.0,-1.0,75.51344,-1.0,1.1859,-1.0,-30.63704,0.0,1.1859,0.0
1,4,2,Low Demand,3,Off-Peak,118.59,69.82,1,0.0,-1.0,75.51344,-1.0,1.1859,-1.0,-31.63704,0.0,1.1859,0.0
1,4,3,Low Demand,3,Off-Peak,118.59,69.82,1,0.0,-1.0,75.51344,-1.0,1.1859,-1.0,-32.63704,0.0,1.1859,0.0
1,4,4,Low Demand,3,Off-Peak,118.59,69.82,1,0.0,-1.0,75.51344,-1.0,1.1859,-1.0,-33.63704,0.0,1.1859,0.0
1,4,5,Low Demand,3,Off-Peak,118.59,69.82,1,0.0,-1.0,75.51344,-1.0,1.1859,-1.0,-34.63704,0.0,1.1859,0.0
1,4,6,Low Demand,3,Standard,158.13,110.05,1,0.84672,-0.15327999999999997,75.36016000000001,0.0,1.5813,0.0,-34.63704,0.0,-0.0,0.0
1,4,7,Low Demand,3,Peak,239.97,159.92,5,3.78748,-1.21252,74.14764000000001,0.0,11.9985,0.0,-34.63704,0.0,-0.0,0.0
1,4,8,Low Demand,3,Peak,239.97,159.92,8,12.117119999999998,4.117119999999998,78.26476000000001,0.0,19.1976,0.0,-34.63704,0.0,-0.0,0.0
1,4,9,Low Demand,3,Peak,239.97,159.92,8,20.3516,12.351600000000001,80.0,10.616360000000014,19.1976,0.0,-34.63704,10.616360000000014,-0.0,16.97768291200002
1,4,10,Low Demand,3,Standard,158.13,110.05,8,26.02424,18.02424,80.0,18.024239999999992,12.6504,0.0,-34.63704,18.024239999999992,-0.0,19.83567611999999
1,4,11,Low Demand,3,Standard,158.13,110.05,8,30.00412,22.00412,80.0,22.00412,12.6504,0.0,-34.63704,22.00412,-0.0,24.21553406
1,4,12,Low Demand,3,Standard,158.13,110.05,8,31.898519999999998,23.898519999999998,80.0,23.89851999999999,12.6504,0.0,-34.63704,23.89851999999999,-0.0,26.300321259999986
1,4,13,Low Demand,3,Standard,158.13,110.05,8,31.34672,23.34672,80.0,23.346720000000005,12.6504,0.0,-34.63704,23.346720000000005,-0.0,25.693065360000006
1,4,14,Low Demand,3,Standard,158.13,110.05,8,28.99968,20.99968,80.0,20.999679999999998,12.6504,0.0,-34.63704,20.999679999999998,-0.0,23.110147839999996
1,4,15,Low Demand,3,Standard,158.13,110.05,8,24.4284,16.4284,80.0,16.428399999999996,12.6504,0.0,-34.63704,16.428399999999996,-0.0,18.079454199999997
1,4,16,Low Demand,3,Standard,158.13,110.05,8,17.96968,9.96968,80.0,9.969679999999997,12.6504,0.0,-34.63704,9.969679999999997,-0.0,10.971632839999995
1,4,17,Low Demand,3,Standard,158.13,110.05,8,9.75984,1.7598400000000005,80.0,1.759839999999997,12.6504,0.0,-34.63704,1.759839999999997,-0.0,1.9367039199999965
1,4,18,Low Demand,3,Peak,239.97,159.92,5,3.06004,-1.9399600000000001,78.06004,0.0,11.9985,0.0,-34.63704,0.0,-0.0,0.0
1,4,19,Low Demand,3,Peak,239.97,159.92,1,0.16391999999999998,-0.83608,77.22396,0.0,2.3997,0.0,-34.63704,0.0,-0.0,0.0
1,4,20,Low Demand,3,Standard,158.13,110.05,1,0.0,-1.0,76.22396,0.0,1.5813,0.0,-34.63704,0.0,-0.0,0.0
1,4,21,Low Demand,3,Standard,158.13,110.05,1,0.0,-1.0,75.22396,0.0,1.5813,0.0,-34.63704,0.0,-0.0,0.0
1,4,22,Low Demand,3,Off-Peak,118.59,69.82,1,0.0,-1.0,75.22396,-1.0,1.1859,-1.0,-35.63704,0.0,1.1859,0.0
1,4,23,Low Demand,3,Off-Peak,118.59,69.82,1,0.0,-1.0,75.22396,-1.0,1.1859,-1.0,-36.63704,0.0,1.1859,0.0
1,5,0,Low Demand,4,Off-Peak,118.59,69.82,1,0.0,-1.0,75.22396,-1.0,1.1859,-1.0,-37.63704,0.0,1.1859,0.0
1,5,1,Low Demand,4,Off-Peak,118.59,69.82,1,0.0,-1.0,75.22396,-1.0,1.1859,-1.0,-38.63704,0.0,1.1859,0.0
1,5,2,Low Demand,4,Off-Peak,118.59,69.82,1,0.0,-1.0,75.22396,-1.0,1.1859,-1.0,-39.63704,0.0,1.1859,0.0
1,5,3,Low Demand,4,Off-Peak,118.59,69.82,1,0.0,-1.0,75.22396,-1.0,1.1859,-1.0,-40.63704,0.0,1.1859,0.0
1,5,4,Low Demand,4,Off-Peak,118.59,69.82,1,0.0,-1.0,75.22396,-1.0,1.1859,-1.0,-41.63704,0.0,1.1859,0.0
1,5,5,Low Demand,4,Off-Peak,118.59,69.82,1,0.0,-1.0,75.22396,-1.0,1.1859,-1.0,-42.63704,0.0,1.1859,0.0
1,5,6,Low Demand,4,Standard,158.13,110.05,1,0.50096,-0.49904000000000004,74.72492000000001,0.0,1.5813,0.0,-42.63704,0.0,-0.0,0.0
1,5,7,Low Demand,4,Peak,239.97,159.92,5,1.93364,-3.06636,71.65856000000001,0.0,11.9985,0.0,-42.63704,0.0,-0.0,0.0
1,5,8,Low Demand,4,Peak,239.97,159.92,8,6.74188,-1.25812,70.40044,0.0,19.1976,0.0,-42.63704,0.0,-0.0,0.0
1,5,9,Low Demand,4,Peak,239.97,159.92,8,13.50576,5.50576,75.9062,0.0,19.1976,0.0,-42.63704,0.0,-0.0,0.0
1,5,10,Low Demand,4,Standard,158.13,110.05,8,20.17384,12.173839999999998,80.0,8.080039999999997,12.6504,0.0,-42.63704,8.080039999999997,-0.0,8.892084019999997
1,5,11,Low Demand,4,Standard,158.13,110.05,8,28.98404,20.98404,80.0,20.984039999999993,12.6504,0.0,-42.63704,20.984039999999993,-0.0,23.092936019999993
1,5,12,Low Demand,4,Standard,158.13,110.05,8,31.6,23.6,80.0,23.599999999999994,12.6504,0.0,-42.63704,23.599999999999994,-0.0,25.971799999999995
1,5,13,Low Demand,4,Standard,158.13,110.05,8,31.393639999999998,23.393639999999998,80.0,23.393640000000005,12.6504,0.0,-42.63704,23.393640000000005,-0.0,25.744700820000002
1,5,14,Low Demand,4,Standard,158.13,110.05,8,28.71924,20.71924,80.0,20.71924,12.6504,0.0,-42.63704,20.71924,-0.0,22.801523619999998
1,5,15,Low Demand,4,Standard,158.13,110.05,8,24.631,16.631,80.0,16.631,12.6504,0.0,-42.63704,16.631,-0.0,18.3024155
1,5,16,Low Demand,4,Standard,158.13,110.05,8,18.0992,10.0992,80.0,10.099199999999996,12.6504,0.0,-42.63704,10.099199999999996,-0.0,11.114169599999995
1,5,17,Low Demand,4,Standard,158.13,110.05,8,10.018600000000001,2.018600000000001,80.0,2.0186000000000064,12.6504,0.0,-42.63704,2.0186000000000064,-0.0,2.221469300000007
1,5,18,Low Demand,4,Peak,239.97,159.92,5,3.2093599999999998,-1.7906400000000002,78.20936,0.0,11.9985,0.0,-42.63704,0.0,-0.0,0.0
1,5,19,Low Demand,4,Peak,239.97,159.92,1,0.36984000000000006,-0.6301599999999999,77.5792,0.0,2.3997,0.0,-42.63704,0.0,-0.0,0.0
1,5,20,Low Demand,4,Standard,158.13,110.05,1,0.0,-1.0,76.5792,0.0,1.5813,0.0,-42.63704,0.0,-0.0,0.0
1,5,21,Low Demand,4,Standard,158.13,110.05,1,0.0,-1.0,75.5792,0.0,1.5813,0.0,-42.63704,0.0,-0.0,0.0
1,5,22,Low Demand,4,Off-Peak,118.59,69.82,1,0.0,-1.0,75.5792,-1.0,1.1859,-1.0,-43.63704,0.0,1.1859,0.0
1,5,23,Low Demand,4,Off-Peak,118.59,69.82,1,0.0,-1.0,75.5792,-1.0,1.1859,-1.0,-44.63704,0.0,1.1859,0.0
1,6,0,Low Demand,5,Off-Peak,118.59,69.82,1,0.0,-1.0,75.5792,-1.0,1.1859,-1.0,-45.63704,0.0,1.1859,0.0
1,6,1,Low Demand,5,Off-Peak,118.59,69.82,1,0.0,-1.0,75.5792,-1.0,1.1859,-1.0,-46.63704,0.0,1.1859,0.0
1,6,2,Low Demand,5,Off-Peak,118.59,69.82,1,0.0,-1.0,75.5792,-1.0,1.1859,-1.0,-47.63704,0.0,1.1859,0.0
1,6,3,Low Demand,5,Off-Peak,118.59,69.82,1,0.0,-1.0,75.5792,-1.0,1.1859,-1.0,-48.63704,0.0,1.1859,0.0
1,6,4,Low Demand,5,Off-Peak,118.59,69.82,1,0.0,-1.0,75.5792,-1.0,1.1859,-1.0,-49.63704,0.0,1.1859,0.0
1,6,5,Low Demand,5,Off-Peak,118.59,69.82,1,0.0,-1.0,75.5792,-1.0,1.1859,-1.0,-50.63704,0.0,1.1859,0.0
1,6,6,Low Demand,5,Standard,158.13,110.05,1,1.089,0.08899999999999997,75.6682,0.0,1.5813,0.0,-50.63704,0.0,-0.0,0.0
1,6,7,Low Demand,5,Peak,239.97,159.92,5,5.11212,0.11212,75.78032,0.0,11.9985,0.0,-50.63704,0.0,-0.0,0.0
1,6,8,Low Demand,5,Peak,239.97,159.92,8,12.7646,4.7646,80.0,0.5449200000000047,19.1976,0.0,-50.63704,0.5449200000000047,-0.0,0.8714360640000075
1,6,9,Low Demand,5,Peak,239.97,159.92,8,20.42836,12.428360000000001,80.0,12.428359999999998,19.1976,0.0,-50.63704,12.428359999999998,-0.0,19.875433311999995
1,6,10,Low Demand,5,Standard,158.13,110.05,8,26.264760000000003,18.264760000000003,80.0,18.264759999999995,12.6504,0.0,-50.63704,18.264759999999995,-0.0,20.100368379999995
1,6,11,Low Demand,5,Standard,158.13,110.05,8,30.51172,22.51172,80.0,22.511719999999997,12.6504,0.0,-50.63704,22.511719999999997,-0.0,24.774147859999992
1,6,12,Low Demand,5,Standard,158.13,110.05,8,32.167880000000004,24.167880000000004,80.0,24.167879999999997,12.6504,0.0,-50.63704,24.167879999999997,-0.0,26.596751939999994
1,6,13,Low Demand,5,Standard,158.13,110.05,8,31.92872,23.92872,80.0,23.92872,12.6504,0.0,-50.63704,23.92872,-0.0,26.33355636
1,6,14,Low Demand,5,Standard,158.13,110.05,8,29.28572,21.28572,80.0,21.285719999999998,12.6504,0.0,-50.63704,21.285719999999998,-0.0,23.424934859999997
1,6,15,Low Demand,5,Standard,158.13,110.05,8,24.53116,16.53116,80.0,16.53116,12.6504,0.0,-50.63704,16.53116,-0.0,18.19254158
1,6,16,Low Demand,5,Standard,158.13,110.05,8,17.79804,9.79804,80.0,9.79804,12.6504,0.0,-50.63704,9.79804,-0.0,10.78274302
1,6,17,Low Demand,5,Standard,158.13,110.05,8,10.115440000000001,2.1154400000000013,80.0,2.1154400000000066,12.6504,0.0,-50.63704,2.1154400000000066,-0.0,2.3280417200000074
1,6,18,Low Demand,5,Peak,239.97,159.92,5,3.2318800000000003,-1.7681199999999997,78.23188,0.0,11.9985,0.0,-50.63704,0.0,-0.0,0.0
1,6,19,Low Demand,5,Peak,239.97,159.92,1,0.37132,-0.62868,77.6032,0.0,2.3997,0.0,-50.63704,0.0,-0.0,0.0
1,6,20,Low Demand,5,Standard,158.13,110.05,1,0.0,-1.0,76.6032,0.0,1.5813,0.0,-50.63704,0.0,-0.0,0.0
1,6,21,Low Demand,5,Standard,158.13,110.05,1,0.0,-1.0,75.6032,0.0,1.5813,0.0,-50.63704,0.0,-0.0,0.0
1,6,22,Low Demand,5,Off-Peak,118.59,69.82,1,0.0,-1.0,75.6032,-1.0,1.1859,-1.0,-51.63704,0.0,1.1859,0.0
1,6,23,Low Demand,5,Off-Peak,118.59,69.82,1,0.0,-1.0,75.6032,-1.0,1.1859,-1.0,-52.63704,0.0,1.1859,0.0
1,7,0,Low Demand,6,Off-Peak,118.59,69.82,1,0.0,-1.0,75.6032,-1.0,1.1859,-1.0,-53.63704,0.0,1.1859,0.0
1,7,1,Low Demand,6,Off-Peak,118.59,69.82,1,0.0,-1.0,75.6032,-1.0,1.1859,-1.0,-54.63704,0.0,1.1859,0.0
1,7,2,Low Demand,6,Off-Peak,118.59,69.82,1,0.0,-1.0,75.6032,-1.0,1.1859,-1.0,-55.63704,0.0,1.1859,0.0
1,7,3,Low Demand,6,Off-Peak,118.59,69.82,1,0.0,-1.0,75.6032,-1.0,1.1859,-1.0,-56.63704,0.0,1.1859,0.0
1,7,4,Low Demand,6,Off-Peak,118.59,69.82,1,0.0,-1.0,75.6032,-1.0,1.1859,-1.0,-57.63704,0.0,1.1859,0.0
1,7,5,Low Demand,6,Off-Peak,118.59,69.82,1,0.0,-1.0,75.6032,-1.0,1.1859,-1.0,-58.63704,0.0,1.1859,0.0
1,7,6,Low Demand,6,Standard,158.13,110.05,1,0.69556,-0.30444000000000004,75.29876,0.0,1.5813,0.0,-58.63704,0.0,-0.0,0.0
1,7,7,Low Demand,6,Peak,239.97,159.92,5,3.5006,-1.4994,73.79936000000001,0.0,11.9985,0.0,-58.63704,0.0,-0.0,0.0
1,7,8,Low Demand,6,Peak,239.97,159.92,8,7.991359999999999,-0.008640000000000647,73.79072000000001,0.0,19.1976,0.0,-58.63704,0.0,-0.0,0.0
1,7,9,Low Demand,6,Peak,239.97,159.92,8,12.1622,4.1622,77.95292,0.0,19.1976,0.0,-58.63704,0.0,-0.0,0.0
1,7,10,Low Demand,6,Standard,158.13,110.05,8,13.81584,5.81584,80.0,3.7687600000000003,12.6504,0.0,-58.63704,3.7687600000000003,-0.0,4.1475203800000005
1,7,11,Low Demand,6,Standard,158.13,110.05,8,30.91596,22.91596,80.0,22.91596,12.6504,0.0,-58.63704,22.91596,-0.0,25.21901398
1,7,12,Low Demand,6,Standard,158.13,110.05,8,33.06072,25.060720000000003,80.0,25.060720000000003,12.6504,0.0,-58.63704,25.060720000000003,-0.0,27.579322360000003
1,7,13,Low Demand,6,Standard,158.13,110.05,8,32.74532,24.74532,80.0,24.745319999999992,12.6504,0.0,-58.63704,24.745319999999992,-0.0,27.232224659999993
1,7,14,Low Demand,6,Standard,158.13,110.05,8,30.103879999999997,22.103879999999997,80.0,22.103880000000004,12.6504,0.0,-58.63704,22.103880000000004,-0.0,24.325319940000004
1,7,15,Low Demand,6,Standard,158.13,110.05,8,25.37464,17.37464,80.0,17.37464,12.6504,0.0,-58.63704,17.37464,-0.0,19.12079132
1,7,16,Low Demand,6,Standard,158.13,110.05,8,18.60212,10.60212,80.0,10.60212,12.6504,0.0,-58.63704,10.60212,-0.0,11.667633059999998
1,7,17,Low Demand,6,Standard,158.13,110.05,8,10.17132,2.1713199999999997,80.0,2.1713199999999944,12.6504,0.0,-58.63704,2.1713199999999944,-0.0,2.3895376599999936
1,7,18,Low Demand,6,Peak,239.97,159.92,5,3.28712,-1.7128800000000002,78.28712,0.0,11.9985,0.0,-58.63704,0.0,-0.0,0.0
1,7,19,Low Demand,6,Peak,239.97,159.92,1,0.37783999999999995,-0.62216,77.66496000000001,0.0,2.3997,0.0,-58.63704,0.0,-0.0,0.0
1,7,20,Low Demand,6,Standard,158.13,110.05,1,0.0,-1.0,76.66496000000001,0.0,1.5813,0.0,-58.63704,0.0,-0.0,0.0
1,7,21,Low Demand,6,Standard,158.13,110.05,1,0.0,-1.0,75.66496000000001,0.0,1.5813,0.0,-58.63704,0.0,-0.0,0.0
1,7,22,Low Demand,6,Off-Peak,118.59,69.82,1,0.0,-1.0,75.66496000000001,-1.0,1.1859,-1.0,-59.63704,0.0,1.1859,0.0
1,7,23,Low Demand,6,Off-Peak,118.59,69.82,1,0.0,-1.0,75.66496000000001,-1.0,1.1859,-1.0,-60.63704,0.0,1.1859,0.0
1,8,0,Low Demand,7,Off-Peak,118.59,69.82,1,0.0,-1.0,75.66496000000001,-1.0,1.1859,-1.0,-61.63704,0.0,1.1859,0.0
1,8,1,Low Demand,7,Off-Peak,118.59,69.82,1,0.0,-1.0,75.66496000000001,-1.0,1.1859,-1.0,-62.63704,0.0,1.1859,0.0
